2008	1	1	0	33.1	21.8
2008	1	2	0	33.9	22.9
2008	1	3	0	35.7	22.3
2008	1	4	0	31.1	23.7
2008	1	5	6.2	29.7	21.8
2008	1	6	7.4	29.4	20.3
2008	1	7	0	31.6	16.7
2008	1	8	0	34.1	19
2008	1	9	0	35.1	19.1
2008	1	10	0	37.3	21.3
2008	1	11	21.2	29	20
2008	1	12	6.6	27.8	18.5
2008	1	13	0	28.4	19.1
2008	1	14	0	30.5	20.5
2008	1	15	0	33.6	21.8
2008	1	16	0	32.8	24.3
2008	1	17	7.6	26.6	19
2008	1	18	0	29.9	19.2
2008	1	19	1.4	24.8	20.4
2008	1	20	3.6	26.3	18.2
2008	1	21	0	27.8	15.6
2008	1	22	0	28.8	16.6
2008	1	23	0	28.8	18.5
2008	1	24	-99.9	-99.9	18.8
2008	1	25	-99.9	-99.9	-99.9
2008	1	26	-99.9	-99.9	-99.9
2008	1	27	-99.9	-99.9	-99.9
2008	1	28	-99.9	-99.9	-99.9
2008	1	29	0	30.8	20.2
2008	1	30	4.6	24.7	18.9
2008	1	31	44.2	23.6	18.4
2008	2	1	7.2	25.5	18.7
2008	2	2	.4	26.5	19.9
2008	2	3	7.8	25.2	19
2008	2	4	0	27.1	14.4
2008	2	5	0	31.7	15.5
2008	2	6	0	32.7	20.5
2008	2	7	0	34.1	18.7
2008	2	8	0	33.7	20.1
2008	2	9	0	31.8	20.9
2008	2	10	3	30.8	21.5
2008	2	11	43.2	22.1	19.6
2008	2	12	4.2	25.7	18.9
2008	2	13	1.6	28.1	17.5
2008	2	14	0	30.8	19
2008	2	15	0	31.8	19.5
2008	2	16	.2	28.3	22.6
2008	2	17	1.4	29.7	19.8
2008	2	18	0	29.9	19.9
2008	2	19	0	29.2	21.4
2008	2	20	0	29.5	21.4
2008	2	21	0	30.5	20.1
2008	2	22	-99.9	30.2	17.8
2008	2	23	0	29.3	20.7
2008	2	24	0	29.8	20.1
2008	2	25	0	30.6	21.6
2008	2	26	0	30.7	22
2008	2	27	0	31.6	22
2008	2	28	0	32	23.2
2008	2	29	1.6	24.3	20.6
2008	3	1	24.6	28.4	19.8
2008	3	2	7	29.8	19.9
2008	3	3	6.8	29.4	21.1
2008	3	4	2.6	28.8	21.2
2008	3	5	1	29.3	20.9
2008	3	6	0	30.2	19.4
2008	3	7	0	31.1	19.6
2008	3	8	0	33.1	20.1
2008	3	9	0	34	21.6
2008	3	10	0	29.7	22.4
2008	3	11	3.6	25	22.1
2008	3	12	.4	27.1	18.7
2008	3	13	0	27	16.9
2008	3	14	.4	27	18
2008	3	15	0	27.6	17.9
2008	3	16	0	29.9	17.7
2008	3	17	0	30.9	17.6
2008	3	18	0	30.7	18
2008	3	19	0	33.1	21.5
2008	3	20	0	31.6	24.1
2008	3	21	0	32.9	21.2
2008	3	22	0	32.3	21.7
2008	3	23	3.8	24.3	19.6
2008	3	24	0	25	18.6
2008	3	25	0	29.9	19
2008	3	26	0	32.8	18.5
2008	3	27	0	32.8	21.7
2008	3	28	20.4	26.1	19.5
2008	3	29	3	26.4	19.5
2008	3	30	0	26	16.3
2008	3	31	0	27.4	17.4
2008	4	1	.2	29.1	20
2008	4	2	.6	27.3	19.8
2008	4	3	6.8	23.4	15.4
2008	4	4	.2	24.4	15.9
2008	4	5	0	27.1	14
2008	4	6	0	30	14.6
2008	4	7	0	31	17.1
2008	4	8	0	31.9	17.8
2008	4	9	0	33.2	17.3
2008	4	10	0	26.2	20.4
2008	4	11	0	30.4	17.9
2008	4	12	7.8	24.7	19.5
2008	4	13	25.4	21.1	17.4
2008	4	14	48	19.5	12.2
2008	4	15	0	19.8	8.8
2008	4	16	0	24.5	12
2008	4	17	.2	27.1	14.1
2008	4	18	0	26.7	15.5
2008	4	19	0	24.8	12.7
2008	4	20	0	27	15.2
2008	4	21	1	20.8	17.2
2008	4	22	1.6	25	18.2
2008	4	23	.2	24.2	17.3
2008	4	24	.2	27	15.1
2008	4	25	0	26.6	15.2
2008	4	26	.2	20.5	16.7
2008	4	27	.2	25.6	15.3
2008	4	28	.8	20.3	16.6
2008	4	29	27.8	19.2	16.5
2008	4	30	0	17.9	7.2
2008	5	1	0	19.5	8.3
2008	5	2	1.8	16.4	12.5
2008	5	3	144.8	18.3	14.4
2008	5	4	6.4	17.5	15.6
2008	5	5	5	18	14.4
2008	5	6	3.8	20.2	11.1
2008	5	7	0	21.1	8.8
2008	5	8	.2	19	10
2008	5	9	4.4	18.1	8.7
2008	5	10	-99.9	20.9	10
2008	5	11	-99.9	21.2	11.8
2008	5	12	-99.9	22.7	13.5
2008	5	13	-99.9	24.1	13.3
2008	5	14	0	25.1	16.4
2008	5	15	.4	22.4	13.7
2008	5	16	0	23.2	10.9
2008	5	17	0	24	11.3
2008	5	18	0	26.3	11.3
2008	5	19	0	29.9	15.9
2008	5	20	0	30.8	18.8
2008	5	21	-99.9	-99.9	-99.9
2008	5	22	0	30.1	20
2008	5	23	0	30	19.2
2008	5	24	.2	23.5	19.5
2008	5	25	0	17.8	13.1
2008	5	26	0	19.4	10
2008	5	27	0	23.9	11.9
2008	5	28	0	22.7	14.9
2008	5	29	39.2	16.8	11.5
2008	5	30	15.8	12.3	5.4
2008	5	31	0	12.7	3.6
2008	6	1	0	19	5.2
2008	6	2	0	19.4	8.4
2008	6	3	7.8	17.4	11.5
2008	6	4	3.2	19.1	14
2008	6	5	.8	22.3	12.2
2008	6	6	10.8	20.7	14.3
2008	6	7	0	19	8.9
2008	6	8	18	17.9	11.7
2008	6	9	25.4	17.1	14.6
2008	6	10	13.8	15	9.4
2008	6	11	0	15.3	4.8
2008	6	12	0	17.6	6
2008	6	13	0	17.9	6.2
2008	6	14	7.6	19.3	8.2
2008	6	15	0	16	8
2008	6	16	0	13.1	4.3
2008	6	17	0	15.2	2.3
2008	6	18	0	17.4	3.5
2008	6	19	0	17.6	6.3
2008	6	20	8.6	17	11.2
2008	6	21	1.8	13.2	9.5
2008	6	22	0	14.8	9.6
2008	6	23	.2	13	6.1
2008	6	24	1	16.7	7.1
2008	6	25	.2	20.2	10.8
2008	6	26	0	17.3	11.9
2008	6	27	26.2	17	13.9
2008	6	28	3	19.1	14.6
2008	6	29	.4	19.1	13.8
2008	6	30	.2	19.3	13.2
2008	7	1	0	19.4	13.4
2008	7	2	0	15.3	9.8
2008	7	3	8	14.7	12
2008	7	4	.2	17.1	12.5
2008	7	5	.2	24.3	11.8
2008	7	6	0	25.7	12.2
2008	7	7	0	26.7	12.3
2008	7	8	6	21.1	15.9
2008	7	9	0	20.1	13.2
2008	7	10	0	21.4	14.1
2008	7	11	0	24.5	15.2
2008	7	12	0	24.1	13.1
2008	7	13	0	27.6	14.2
2008	7	14	0	27.2	14.3
2008	7	15	0	27.9	14.1
2008	7	16	0	25.2	12.4
2008	7	17	0	26.8	11.7
2008	7	18	0	22.3	13.8
2008	7	19	0	19.2	11.6
2008	7	20	1.8	15.2	12.1
2008	7	21	5.4	19.2	12.9
2008	7	22	3.2	22.6	16.4
2008	7	23	0	16.4	13.1
2008	7	24	0	17.6	11.9
2008	7	25	0	14.6	8.4
2008	7	26	0	19.8	6.8
2008	7	27	1.6	15.7	10.7
2008	7	28	39.6	15.9	12.9
2008	7	29	26.2	16.5	14.1
2008	7	30	48.6	19.8	14.9
2008	7	31	0	18.9	12.6
2008	8	1	0	18.3	11.6
2008	8	2	25.8	18.3	13.1
2008	8	3	0	14.8	10.8
2008	8	4	0	19.3	4.1
2008	8	5	0	19.1	8.5
2008	8	6	0	22	8.3
2008	8	7	2.8	19.1	13
2008	8	8	0	16	8.5
2008	8	9	0	17	7.8
2008	8	10	0	22.3	10
2008	8	11	0	26.9	13.8
2008	8	12	1.8	21.1	15.7
2008	8	13	24.6	17.2	9.3
2008	8	14	0	21.8	12.2
2008	8	15	0	26.8	16.3
2008	8	16	0	26.1	15.8
2008	8	17	6.2	21.5	18.1
2008	8	18	23.2	16.6	12.9
2008	8	19	13.6	17.4	15.1
2008	8	20	5	24	15.7
2008	8	21	6.4	19.3	17.2
2008	8	22	.2	16	10.2
2008	8	23	0	16.7	6.1
2008	8	24	11	23	10.8
2008	8	25	2.2	21.3	13.3
2008	8	26	0	22.1	8.9
2008	8	27	0	27.6	11.5
2008	8	28	0	28.8	15.7
2008	8	29	.6	18	10.9
2008	8	30	0	20.1	6.4
2008	8	31	0	23.4	6.4
2008	9	1	0	26.1	10.8
2008	9	2	0	31.8	12.6
2008	9	3	0	24.9	18.8
2008	9	4	0	15.1	12
2008	9	5	7.6	12.1	8.1
2008	9	6	55.8	13.5	8.1
2008	9	7	11.8	13.5	8.5
2008	9	8	0	18.8	7.2
2008	9	9	0	22.6	11.6
2008	9	10	0	28	14.4
2008	9	11	18	19.6	17.8
